"PricePerNight","Region","UserIncome","Booked?","Nights"
250,"Las Vegas",137153,1,4
237,"Chicago",64591,1,1
456,"New York",65462,1,2
210,"Las Vegas",186835,1,5
550,"Hawaii",62236,0,0
374,"Las Vegas",86990,1,1
251,"New York",65027,1,1
641,"New York",174446,1,2
538,"Washington",133931,0,0
296,"Miami",160756,1,1
504,"Las Vegas",180327,1,5
238,"Chicago",60841,0,0
602,"New York",73930,0,0
403,"Washington",122157,1,5
273,"New York",152089,1,5
601,"New York",126108,0,0
588,"Las Vegas",150066,1,5
278,"Las Vegas",125138,1,3
648,"New York",134588,0,0
529,"New York",95577,0,0
305,"Hawaii",59677,1,4
375,"New York",141061,1,4
305,"Las Vegas",171990,1,3
211,"New York",61904,1,5
286,"Las Vegas",44691,1,1
414,"Washington",131055,1,2
272,"Miami",55590,1,3
485,"Las Vegas",69663,0,0
299,"Las Vegas",132629,1,2
386,"Hawaii",138336,1,4
458,"Las Vegas",181690,1,5
448,"Hawaii",83668,1,5
257,"New York",30690,1,2
287,"New York",197870,1,2
288,"Las Vegas",31768,1,4
310,"Las Vegas",113281,1,2
209,"Hawaii",149835,1,2
401,"Chicago",81050,1,1
202,"Hawaii",132538,1,3
608,"New York",160136,0,0
252,"Chicago",91371,1,1
240,"Miami",119663,1,5
454,"Washington",71718,1,1
297,"Hawaii",197452,1,2
308,"Hawaii",133603,1,4
417,"Hawaii",30804,1,2
460,"Miami",190702,1,1
249,"Washington",51774,0,0
437,"New York",103549,1,1
241,"Miami",174024,1,1
604,"Hawaii",180892,0,0
374,"New York",91540,1,5
467,"Las Vegas",154901,1,5
339,"Washington",192813,1,2
622,"Washington",100612,0,0
520,"Washington",195962,0,0
637,"New York",118011,0,0
357,"Miami",183741,1,5
256,"New York",128487,1,1
232,"Washington",93147,1,4
297,"New York",129299,0,0
647,"Washington",39107,0,0
578,"Hawaii",191568,1,4
341,"Hawaii",140666,1,3
354,"Washington",101451,0,0
646,"Hawaii",46126,0,0
311,"Las Vegas",50601,1,1
279,"Washington",69819,1,2
572,"New York",99285,1,1
517,"New York",130883,1,1
404,"Miami",111440,0,0
317,"Chicago",172772,0,0
595,"Hawaii",123150,0,0
586,"Las Vegas",128182,0,0
337,"Washington",54169,0,0
320,"Miami",160437,1,4
252,"Las Vegas",180591,1,4
422,"New York",172366,0,0
540,"Washington",136474,1,5
518,"Miami",194462,1,1
505,"Washington",136544,1,5
366,"Miami",127579,1,1
270,"New York",36954,1,3
307,"Washington",97215,0,0
546,"New York",186358,1,5
389,"Washington",174796,1,1
246,"Hawaii",74496,1,2
214,"Hawaii",114763,0,0
336,"Chicago",35309,1,3
389,"Washington",58409,1,4
579,"Las Vegas",196119,0,0
335,"New York",138178,1,2
545,"New York",176752,1,1
429,"Las Vegas",109567,0,0
428,"Chicago",150054,1,2
224,"New York",79263,1,4
445,"Miami",86639,0,0
530,"New York",128495,0,0
616,"New York",174394,0,0
414,"Miami",157268,1,3
210,"Hawaii",82871,1,1
264,"Las Vegas",199979,1,5
512,"Washington",183547,1,4
605,"Las Vegas",62397,0,0
375,"Las Vegas",150927,1,4
400,"New York",100396,1,2
223,"Miami",56565,1,4
219,"New York",33064,1,1
214,"Washington",92974,1,5
623,"New York",56056,0,0
211,"Las Vegas",104593,1,4
327,"Las Vegas",62089,0,0
333,"Washington",68847,1,4
459,"Las Vegas",94397,0,0
447,"Hawaii",68127,1,3
626,"Hawaii",85272,0,0
336,"Las Vegas",197291,1,3
534,"Miami",125938,0,0
271,"Hawaii",69751,1,2
436,"Miami",61738,1,3
276,"New York",82119,1,2
472,"Hawaii",195387,1,1
248,"Las Vegas",176834,1,2
336,"Miami",46337,0,0
631,"Hawaii",85870,0,0
567,"Washington",141931,1,1
448,"New York",125023,1,1
462,"New York",167712,1,4
649,"Miami",31658,1,1
320,"Chicago",94674,1,3
406,"Washington",115883,1,3
333,"Hawaii",196629,0,0
603,"Las Vegas",78533,1,1
516,"Hawaii",113242,0,0
265,"Miami",158842,1,5
277,"New York",74972,1,2
267,"Washington",42487,0,0
543,"New York",54549,1,4
277,"New York",126424,1,5
559,"Washington",42632,0,0
632,"Hawaii",197660,1,2
274,"New York",66123,1,3
287,"Washington",196663,1,1
598,"Miami",165750,0,0
543,"Las Vegas",192703,1,1
363,"Washington",49514,0,0
340,"Miami",97278,0,0
617,"Chicago",140370,1,2
578,"Miami",30952,0,0
500,"Las Vegas",173199,1,1
336,"Chicago",146666,0,0
231,"Miami",139664,1,5
571,"Washington",99857,0,0
543,"Miami",152181,1,3
578,"Hawaii",45417,1,2
294,"Miami",172251,1,3
502,"Las Vegas",28809,0,0
346,"Hawaii",148233,1,3
601,"Hawaii",38613,0,0
492,"Hawaii",148110,0,0
383,"New York",163654,1,5
583,"Washington",131104,0,0
402,"Miami",65390,1,4
342,"Miami",166103,1,5
290,"Chicago",87806,1,1
448,"Miami",102561,1,1
613,"Chicago",191076,1,2
227,"Miami",36173,1,3
639,"New York",197890,1,3
208,"Miami",167271,1,4
253,"Miami",78202,1,2
214,"Miami",148154,1,2
597,"Miami",140787,1,2
295,"Chicago",108208,1,4
639,"Las Vegas",182140,1,1
581,"Chicago",78790,1,5
361,"Las Vegas",194593,0,0
278,"Washington",121334,0,0
403,"Miami",63349,1,2
275,"Chicago",156167,1,4
625,"Las Vegas",25158,0,0
373,"Miami",194205,1,2
225,"New York",187328,1,5
262,"Las Vegas",28926,1,4
469,"New York",38406,0,0
525,"Miami",78120,1,2
408,"Las Vegas",86376,1,5
461,"Las Vegas",96336,1,5
563,"Hawaii",198121,1,5
540,"New York",175077,0,0
367,"Miami",85478,1,5
279,"Washington",46771,1,3
371,"Hawaii",98425,1,5
409,"New York",57776,0,0
395,"New York",107804,1,1
427,"New York",86743,0,0
472,"Miami",76262,0,0
497,"Las Vegas",137757,0,0
478,"Las Vegas",36268,0,0
446,"Hawaii",130783,0,0
316,"Washington",36831,0,0
304,"New York",169467,1,2
614,"New York",153781,1,4
546,"Hawaii",27193,1,4
251,"Las Vegas",150557,1,3
489,"New York",84676,1,1
369,"Washington",43366,1,3
404,"Miami",166183,1,2
423,"Las Vegas",87827,1,4
351,"Chicago",188606,1,4
496,"Chicago",184148,1,3
553,"Washington",167206,0,0
593,"Washington",174949,1,1
632,"Miami",58191,0,0
250,"Miami",61882,1,2
618,"Hawaii",59253,0,0
413,"Hawaii",62493,1,1
345,"Chicago",30224,1,3
473,"Hawaii",39563,0,0
406,"Hawaii",35926,0,0
232,"Miami",35969,1,3
343,"Washington",30340,1,4
486,"Chicago",135216,1,2
456,"Las Vegas",70256,0,0
364,"Las Vegas",171663,1,4
366,"Chicago",93214,1,3
565,"Hawaii",138736,1,2
628,"New York",193177,1,1
636,"Chicago",63910,0,0
364,"New York",83880,1,2
391,"Las Vegas",50989,1,2
348,"Miami",73229,1,5
241,"Miami",141981,1,1
404,"Hawaii",154746,0,0
269,"Las Vegas",187935,1,4
392,"New York",98235,1,3
433,"Hawaii",100925,0,0
539,"Las Vegas",65883,0,0
443,"Las Vegas",135923,0,0
517,"Miami",83069,1,3
305,"Miami",163735,1,5
226,"Las Vegas",134930,1,1
632,"Miami",50344,0,0
315,"Chicago",49615,0,0
419,"Hawaii",41505,1,1
350,"Las Vegas",110284,1,4
445,"Las Vegas",125770,1,5
572,"New York",33551,0,0
331,"Miami",193727,1,3
421,"New York",112528,0,0
397,"New York",103208,1,2
511,"Chicago",167609,1,3
279,"Chicago",56618,1,5
411,"Hawaii",165856,1,2
557,"Miami",57540,0,0
349,"Washington",136484,0,0
553,"Miami",116611,1,1
536,"Washington",51086,0,0
364,"Washington",140829,1,2
646,"Washington",154408,0,0
254,"Miami",112398,1,1
426,"New York",199235,1,3
385,"Chicago",128845,1,3
200,"Hawaii",37686,0,0
345,"Las Vegas",71352,0,0
276,"Chicago",196145,1,5
530,"Miami",161901,0,0
385,"Las Vegas",65002,1,1
537,"Las Vegas",79484,1,4
227,"Chicago",154183,1,5
460,"New York",180640,0,0
481,"Chicago",73127,1,3
360,"Miami",48674,1,3
326,"Las Vegas",76423,1,1
529,"Washington",45670,0,0
541,"Washington",151662,0,0
387,"New York",39166,1,4
572,"New York",33337,0,0
599,"Washington",149142,1,1
216,"Hawaii",115210,1,1
231,"Chicago",151731,1,2
521,"Miami",86098,0,0
298,"Las Vegas",71595,1,1
576,"New York",32658,0,0
300,"Washington",43500,0,0
312,"Hawaii",153927,1,1
234,"New York",50621,1,4
280,"Miami",99462,1,1
394,"Washington",69002,1,5
212,"Hawaii",108719,1,1
404,"Hawaii",192415,1,5
575,"Chicago",67257,1,1
312,"New York",107969,1,3
642,"Hawaii",115894,0,0
499,"Las Vegas",146963,1,5
404,"Miami",184240,1,3
636,"Washington",121522,1,4
590,"New York",106669,1,3
498,"New York",52145,0,0
601,"Miami",100278,0,0
482,"Las Vegas",57853,1,3
443,"Hawaii",131210,0,0
635,"Las Vegas",38529,0,0
432,"Las Vegas",93581,0,0
422,"Miami",39509,0,0
641,"Washington",113598,0,0
479,"Chicago",82845,1,3
347,"Las Vegas",157423,1,2
497,"Miami",169435,1,3
253,"Washington",195421,1,4
211,"Las Vegas",99382,0,0
602,"New York",87361,1,4
599,"Miami",59767,1,3
324,"Washington",105054,1,4
542,"Las Vegas",173796,0,0
232,"Miami",192037,1,3
528,"Miami",153204,1,3
366,"Chicago",102898,0,0
216,"Chicago",190811,1,2
290,"Chicago",177547,1,2
469,"Miami",121679,1,1
272,"Washington",99824,1,3
246,"Las Vegas",127043,1,5
645,"Las Vegas",182929,1,5
500,"Las Vegas",103333,0,0
427,"Las Vegas",33910,0,0
285,"New York",28155,1,5
520,"Miami",96427,1,5
358,"Miami",126837,1,4
208,"New York",41495,1,3
238,"Miami",162094,1,4
444,"New York",110685,1,2
348,"Hawaii",159942,0,0
216,"Chicago",95652,0,0
229,"Hawaii",88015,1,1
507,"New York",49387,0,0
291,"Hawaii",163838,1,5
545,"Washington",155278,1,5
363,"New York",99978,0,0
351,"New York",146964,1,5
365,"Las Vegas",79596,1,3
333,"New York",142721,1,4
516,"Miami",31067,0,0
608,"New York",61473,0,0
300,"Miami",171204,1,2
262,"Chicago",99357,1,3
526,"Miami",39871,0,0
480,"Las Vegas",75210,1,1
471,"Hawaii",99288,0,0
510,"Miami",134775,0,0
386,"Miami",184610,0,0
547,"Miami",34560,1,1
602,"New York",29908,0,0
404,"New York",105660,1,5
605,"Washington",192651,1,4
453,"Hawaii",184241,0,0
361,"Miami",138563,1,2
274,"Chicago",97348,0,0
547,"Miami",67778,1,4
572,"New York",162196,1,5
348,"Chicago",54351,1,1
325,"Washington",65599,0,0
518,"Las Vegas",60801,0,0
269,"Las Vegas",129271,0,0
399,"Miami",151343,1,2
361,"Washington",33281,0,0
441,"New York",150915,1,4
301,"Las Vegas",90290,1,5
326,"New York",166140,1,5
587,"Washington",110283,0,0
251,"Washington",184200,1,3
317,"New York",169667,0,0
499,"Miami",187735,1,4
646,"New York",131609,0,0
336,"New York",28562,0,0
395,"Washington",145123,1,3
272,"Chicago",94380,1,1
570,"Washington",132588,1,3
294,"Las Vegas",71374,1,5
328,"Las Vegas",165168,1,4
446,"Chicago",79519,1,4
465,"Miami",188865,1,5
399,"Washington",139985,1,2
592,"Hawaii",109605,0,0
252,"Chicago",185603,1,4
612,"Washington",148311,1,2
248,"New York",151723,1,4
384,"Las Vegas",132843,1,4
558,"Hawaii",56548,0,0
225,"Miami",81007,1,2
557,"Hawaii",76057,0,0
372,"Las Vegas",105258,1,2
381,"Miami",60594,0,0
376,"Washington",45399,0,0
209,"New York",92780,1,4
420,"Las Vegas",198351,1,4
289,"Chicago",191561,1,3
588,"New York",110979,1,4
458,"Miami",157065,1,2
271,"Chicago",55571,0,0
578,"Las Vegas",158773,0,0
223,"Washington",157033,1,2
570,"Hawaii",127229,0,0
551,"New York",52662,0,0
516,"Miami",152296,1,3
420,"Las Vegas",144349,1,5
234,"Hawaii",195005,1,1
488,"Hawaii",155977,0,0
539,"New York",143176,1,4
242,"Washington",130630,1,2
603,"Miami",147931,0,0
308,"Las Vegas",79643,1,5
420,"New York",142457,0,0
386,"Miami",32639,1,5
211,"Washington",173841,1,4
642,"New York",92480,1,2
325,"Miami",52217,0,0
631,"Hawaii",178982,0,0
447,"Miami",48813,1,3
431,"Washington",182924,1,1
273,"Las Vegas",87319,1,3
585,"Miami",169244,1,1
644,"Chicago",172415,1,4
328,"Miami",161997,1,5
385,"Miami",142471,1,1
359,"New York",120895,0,0
259,"Miami",69952,0,0
409,"Chicago",188795,1,3
284,"Las Vegas",164524,1,2
235,"Las Vegas",56154,0,0
214,"Washington",196262,1,2
424,"Chicago",171733,1,3
482,"Miami",66408,0,0
466,"Las Vegas",40872,0,0
464,"Las Vegas",168403,1,2
259,"New York",198393,1,5
505,"Las Vegas",173745,1,4
232,"Hawaii",72461,0,0
372,"Miami",199493,1,5
649,"Hawaii",64932,0,0
221,"Chicago",32198,1,3
343,"Hawaii",156524,1,4
224,"Miami",185674,1,5
503,"New York",189998,1,3
265,"Las Vegas",139387,1,1
336,"New York",43375,0,0
232,"Washington",129764,1,3
623,"Hawaii",166494,1,1
648,"Washington",93976,0,0
359,"Miami",168202,1,2
506,"Washington",140502,1,1
505,"New York",93542,0,0
621,"Miami",88325,0,0
548,"Miami",123119,1,3
268,"New York",175698,1,2
333,"New York",163489,1,4
358,"Chicago",90847,0,0
318,"Las Vegas",45862,1,5
280,"Miami",25149,1,5
585,"Las Vegas",29185,0,0
467,"Chicago",156628,0,0
608,"Hawaii",122856,0,0
609,"Hawaii",174419,1,1
464,"Las Vegas",103044,1,4
522,"New York",35750,0,0
247,"Las Vegas",144341,0,0
399,"Las Vegas",98239,0,0
558,"New York",42777,0,0
237,"Las Vegas",133960,1,2
302,"Miami",29025,1,1
368,"Miami",134387,1,2
396,"New York",89669,1,3
513,"Las Vegas",86417,0,0
611,"Miami",104667,0,0
324,"Washington",64077,1,5
223,"Chicago",144012,0,0
408,"Chicago",189658,1,4
547,"Las Vegas",54727,1,2
428,"New York",191453,0,0
477,"Hawaii",75140,0,0
534,"Las Vegas",63489,0,0
473,"Washington",80338,0,0
457,"Miami",174289,1,2
472,"Las Vegas",195881,1,5
343,"Miami",42976,0,0
372,"Las Vegas",169906,1,2
235,"Hawaii",30903,1,4
452,"Chicago",182022,1,2
605,"Hawaii",114497,1,5
366,"Las Vegas",65890,0,0
509,"Las Vegas",57489,0,0
469,"Washington",157294,1,5
637,"Las Vegas",100223,0,0
321,"Chicago",48178,0,0
478,"New York",44687,0,0
481,"Miami",130441,1,2
262,"Miami",128405,1,3
618,"Las Vegas",133706,0,0
603,"New York",116885,1,2
278,"Las Vegas",184509,1,1
393,"Las Vegas",184870,1,2
343,"Chicago",191949,1,5
311,"Hawaii",156028,1,1
329,"Las Vegas",94606,0,0
424,"Miami",31886,0,0
595,"Las Vegas",183926,1,3
241,"Washington",195516,1,3
366,"Las Vegas",148906,1,2
497,"Las Vegas",157228,0,0
577,"Hawaii",165929,0,0
323,"Washington",128071,0,0
415,"Washington",69501,1,2
279,"Miami",74203,0,0
317,"Chicago",152602,1,3
424,"Chicago",136531,1,4
559,"Hawaii",38358,0,0
480,"Las Vegas",141590,1,1
317,"Washington",35736,1,5
588,"Las Vegas",115126,1,3
343,"Hawaii",178599,1,5
484,"New York",76436,1,1
343,"Washington",148986,1,4
374,"New York",29237,1,1
574,"Miami",116129,1,5
526,"New York",128007,0,0
642,"New York",163160,1,2
556,"Miami",70222,0,0
240,"New York",139928,1,2
521,"Las Vegas",168063,1,3
287,"Miami",109898,0,0
447,"Washington",60088,0,0
267,"Washington",184390,1,2
481,"Hawaii",53715,0,0
245,"Las Vegas",129339,1,3
347,"New York",44078,0,0
458,"New York",174811,1,1
278,"Chicago",195129,1,1
451,"New York",179717,1,4
451,"New York",195196,1,5
360,"Chicago",49647,1,5
304,"Las Vegas",127159,1,4
338,"Miami",140947,1,3
537,"New York",93874,1,1
531,"Washington",144858,1,5
496,"Miami",156298,1,4
209,"New York",123315,1,3
527,"Miami",62121,1,5
607,"Hawaii",34548,1,1
525,"New York",118253,0,0
444,"Las Vegas",41962,1,2
324,"Hawaii",52736,1,5
562,"New York",192689,0,0
480,"Miami",167473,1,4
411,"Washington",169146,0,0
361,"New York",154006,0,0
430,"Hawaii",73717,0,0
360,"Miami",86044,0,0
374,"Las Vegas",30367,0,0
608,"New York",47817,1,5
329,"Las Vegas",34108,1,3
534,"New York",45856,0,0
579,"Las Vegas",34842,0,0
378,"Miami",189838,1,2
440,"Miami",64858,1,3
394,"Las Vegas",91098,1,2
250,"Washington",144355,1,1
490,"Las Vegas",176239,1,1
497,"Las Vegas",156578,1,1
515,"Washington",111923,0,0
283,"Chicago",124298,1,5
356,"Washington",138305,0,0
207,"New York",27385,1,3
306,"Miami",42412,0,0
404,"Hawaii",172019,1,1
415,"Miami",27328,0,0
407,"Hawaii",34024,0,0
482,"Miami",179801,1,3
504,"New York",44133,0,0
266,"New York",29971,1,3
612,"Las Vegas",188152,1,4
556,"New York",120061,1,3
569,"Miami",62266,0,0
433,"Hawaii",52726,0,0
300,"New York",56602,1,4
338,"Las Vegas",81773,1,5
521,"New York",179093,1,1
264,"Las Vegas",148427,1,3
439,"Washington",184569,1,1
509,"New York",149267,0,0
511,"Las Vegas",122059,1,4
649,"Miami",107968,0,0
357,"Las Vegas",180346,1,3
592,"Hawaii",134075,1,1
313,"Las Vegas",181609,1,1
304,"New York",47410,1,3
582,"Las Vegas",149109,0,0
584,"New York",112376,0,0
445,"Washington",138410,1,3
518,"New York",107371,0,0
538,"Las Vegas",155023,1,5
267,"Las Vegas",169492,1,1
317,"Miami",193829,1,3
364,"Miami",194940,1,5
201,"New York",143324,1,4
642,"Las Vegas",122304,1,3
344,"Miami",195401,1,5
585,"Miami",109154,1,4
451,"Hawaii",47775,0,0
300,"Las Vegas",165192,0,0
640,"Hawaii",42186,0,0
551,"Miami",46742,1,4
419,"Hawaii",198240,1,3
402,"New York",138338,1,4
205,"Hawaii",79303,1,3
606,"Hawaii",30285,0,0
342,"Miami",96650,1,5
334,"Hawaii",187129,1,2
273,"Miami",131736,1,5
580,"Miami",178433,1,2
512,"New York",119346,1,4
300,"Chicago",178019,1,5
380,"New York",128456,1,5
566,"Chicago",89660,0,0
533,"Las Vegas",197206,1,1
427,"Hawaii",107457,0,0
567,"New York",76732,1,4
437,"New York",168551,0,0
280,"Hawaii",61567,1,4
534,"New York",196091,1,1
585,"Hawaii",65928,0,0
471,"Hawaii",74937,0,0
306,"Las Vegas",179747,1,1
233,"Las Vegas",160514,1,5
392,"Miami",196692,1,2
327,"Chicago",83013,1,3
362,"Hawaii",140810,1,4
315,"Miami",123682,1,4
208,"Miami",40256,1,1
493,"New York",35978,0,0
362,"Las Vegas",52963,1,4
521,"New York",167668,1,1
209,"Las Vegas",147806,0,0
363,"Miami",25665,0,0
230,"Washington",92208,1,3
275,"Las Vegas",180551,1,2
461,"Las Vegas",44911,0,0
645,"Las Vegas",135051,1,1
484,"Las Vegas",162003,0,0
489,"Hawaii",161248,1,5
539,"Washington",35179,0,0
251,"Las Vegas",171929,1,2
314,"Chicago",165228,1,1
238,"Miami",108559,1,4
511,"Washington",43307,0,0
232,"Miami",196983,1,4
593,"Washington",198549,1,5
353,"Miami",138861,1,2
345,"Hawaii",164722,1,2
428,"Washington",103602,1,1
521,"Las Vegas",147062,1,4
582,"Hawaii",33942,1,4
221,"Chicago",86572,1,2
470,"Washington",55277,0,0
358,"Miami",161624,1,4
230,"Chicago",109019,1,2
423,"New York",81125,1,1
578,"Hawaii",185975,1,3
513,"New York",115177,1,4
425,"Hawaii",115029,1,1
279,"Las Vegas",28320,0,0
309,"Miami",110243,1,1
379,"Washington",104396,1,4
423,"Miami",96189,1,5
446,"Hawaii",192434,1,2
446,"New York",41713,0,0
568,"Hawaii",179992,1,1
393,"Hawaii",63885,0,0
554,"Washington",89692,1,1
275,"Washington",80013,1,3
396,"Hawaii",186336,1,3
341,"Miami",108444,1,4
477,"Washington",189354,1,1
365,"Chicago",110279,0,0
476,"Miami",177260,1,5
286,"Miami",198129,0,0
298,"Chicago",195138,1,5
641,"Miami",149917,1,4
646,"Washington",176096,1,5
209,"Miami",145964,1,5
462,"Las Vegas",36101,0,0
286,"Chicago",26989,1,5
508,"New York",196733,1,5
244,"Las Vegas",42689,1,5
241,"Hawaii",115819,1,1
419,"Las Vegas",171260,1,2
383,"New York",103295,0,0
286,"Chicago",154806,1,3
393,"Washington",119009,1,1
561,"Hawaii",193559,1,4
556,"Miami",82824,0,0
501,"Hawaii",182139,1,5
510,"Chicago",50293,1,1
522,"Hawaii",36157,0,0
388,"Las Vegas",25312,0,0
388,"New York",118202,1,3
508,"Hawaii",39294,0,0
301,"New York",111081,1,1
492,"New York",172845,0,0
238,"New York",36702,1,3
583,"Washington",41407,0,0
350,"Miami",166262,1,5
592,"Hawaii",146610,0,0
348,"Las Vegas",152682,1,2
512,"Chicago",115117,1,2
335,"Washington",199215,1,3
256,"Las Vegas",167053,1,1
468,"Las Vegas",134185,1,4
370,"Miami",115284,1,2
500,"Las Vegas",197561,1,1
361,"Miami",84743,1,2
236,"Hawaii",51940,1,2
622,"Hawaii",84501,0,0
590,"Las Vegas",103730,0,0
387,"New York",87203,1,4
319,"Las Vegas",171206,1,5
316,"Las Vegas",34420,0,0
563,"Washington",49498,0,0
639,"Hawaii",45885,0,0
212,"Miami",121419,0,0
624,"Miami",48365,1,4
482,"Hawaii",61022,0,0
405,"New York",171290,1,5
340,"Washington",113823,1,4
513,"Las Vegas",185537,1,5
259,"New York",119430,1,1
257,"Washington",88253,1,1
204,"Las Vegas",177288,1,1
524,"Chicago",78772,1,4
409,"New York",91219,0,0
329,"Miami",151178,1,4
233,"Miami",128837,1,3
399,"Hawaii",143386,0,0
467,"New York",181117,0,0
291,"Las Vegas",188421,0,0
257,"New York",126656,1,5
207,"Washington",65752,1,1
252,"Washington",133934,1,5
236,"Washington",57275,1,2
466,"Miami",159657,1,3
560,"Hawaii",73624,0,0
364,"Washington",160733,0,0
240,"Miami",96947,1,4
316,"Miami",57992,0,0
324,"Washington",150957,1,3
389,"New York",39865,0,0
276,"Hawaii",146634,1,2
383,"Miami",195092,1,5
399,"New York",43174,0,0
559,"Miami",159279,1,2
526,"Chicago",102745,0,0
609,"Las Vegas",175092,1,3
365,"New York",60375,1,4
304,"Las Vegas",119809,1,5
276,"Washington",69700,0,0
410,"Miami",30547,0,0
526,"Miami",135385,1,3
407,"Hawaii",161236,1,1
445,"Chicago",71233,0,0
382,"Las Vegas",118518,0,0
616,"Washington",40119,0,0
278,"Miami",34475,1,2
409,"Las Vegas",42626,0,0
606,"Miami",91931,1,3
579,"Hawaii",138493,0,0
341,"Chicago",191487,1,5
358,"Hawaii",32471,1,5
231,"Las Vegas",75716,1,1
571,"Washington",138853,1,5
476,"Chicago",134318,1,4
444,"Las Vegas",27581,0,0
361,"Washington",104887,1,3
333,"Washington",171875,0,0
405,"Miami",168126,1,2
438,"New York",67200,1,3
443,"Washington",87279,1,3
468,"Washington",101772,1,1
305,"Las Vegas",88749,1,2
630,"New York",161560,0,0
607,"Miami",189070,0,0
581,"Miami",72970,1,5
337,"Miami",138866,1,2
352,"Las Vegas",196144,1,5
240,"Las Vegas",28589,1,3
418,"Las Vegas",77521,1,3
459,"Las Vegas",199024,1,5
550,"Miami",41416,1,5
527,"Miami",26967,0,0
230,"Hawaii",142599,1,3
448,"Hawaii",165587,1,5
463,"Las Vegas",48286,0,0
435,"Washington",142726,0,0
469,"New York",101401,0,0
303,"Washington",66250,0,0
596,"Miami",26139,0,0
304,"Hawaii",111688,1,1
532,"Las Vegas",106466,0,0
350,"New York",170814,1,5
551,"Las Vegas",34824,0,0
292,"Hawaii",177922,1,3
496,"Miami",43222,0,0
392,"New York",45675,1,4
565,"Hawaii",46943,0,0
537,"New York",140305,0,0
647,"New York",175414,1,5
330,"New York",163572,1,5
448,"Miami",115851,0,0
640,"Las Vegas",66185,1,4
572,"New York",169592,1,4
488,"Washington",169235,1,1
594,"Miami",144579,1,5
597,"Miami",60086,1,3
247,"Chicago",82812,1,5
334,"New York",47298,1,4
412,"New York",189767,1,3
579,"New York",196753,1,1
359,"Miami",124011,1,4
216,"Chicago",65685,0,0
294,"Washington",28683,1,5
328,"Washington",157976,1,1
297,"Washington",153478,0,0
246,"New York",81925,1,4
319,"Hawaii",175571,1,5
207,"Las Vegas",28118,1,3
318,"Chicago",45402,1,3
375,"Washington",114253,1,3
570,"New York",49668,1,2
364,"Hawaii",100594,1,4
538,"New York",46289,1,4
335,"Las Vegas",98916,1,4
411,"Las Vegas",135958,1,5
272,"Miami",135743,1,1
427,"Las Vegas",96106,1,4
313,"Las Vegas",183183,1,3
636,"Las Vegas",39344,0,0
526,"Hawaii",184348,0,0
241,"Washington",54888,1,2
251,"New York",50927,0,0
458,"Miami",31171,0,0
218,"Las Vegas",161539,1,4
534,"Las Vegas",189823,1,1
474,"Miami",172257,0,0
471,"Las Vegas",90170,0,0
493,"Las Vegas",65378,1,2
348,"Washington",73498,0,0
629,"Chicago",42994,0,0
504,"New York",125131,1,1
607,"Washington",86150,0,0
391,"New York",114921,0,0
308,"Chicago",104737,1,1
322,"Hawaii",124773,1,3
249,"Miami",170916,1,3
423,"Chicago",45046,0,0
343,"Miami",89161,1,5
457,"Miami",111959,1,1
519,"Hawaii",89486,0,0
430,"Washington",180796,0,0
525,"New York",38853,0,0
597,"Hawaii",72480,1,4
513,"Hawaii",124924,1,5
570,"Washington",96753,0,0
543,"Miami",109878,0,0
560,"New York",58955,0,0
251,"Miami",101390,1,4
314,"Miami",113906,1,1
323,"Las Vegas",28819,1,3
567,"Washington",114962,0,0
253,"Las Vegas",87821,0,0
434,"Hawaii",88568,0,0
486,"Miami",103784,1,1
561,"Miami",75789,0,0
593,"Las Vegas",120789,0,0
487,"Las Vegas",179690,1,4
295,"New York",60493,1,5
348,"Miami",106997,1,2
473,"Chicago",87213,1,1
460,"Miami",148142,0,0
519,"Hawaii",91084,1,2
331,"Miami",188548,1,4
276,"Hawaii",193676,1,1
368,"New York",66823,1,2
210,"Miami",148200,1,3
630,"Chicago",150356,1,1
214,"Las Vegas",89232,1,1
614,"Chicago",78179,0,0
213,"New York",123632,1,2
352,"Hawaii",57772,1,3
267,"Washington",122889,1,1
341,"New York",75967,1,1
611,"Las Vegas",179310,1,1
599,"Hawaii",122195,0,0
506,"Washington",115179,1,3
423,"New York",130055,1,4
366,"Washington",119836,1,2
484,"Miami",198406,1,1
372,"Washington",109513,1,3
414,"Las Vegas",152384,1,2
342,"Chicago",190179,1,5
596,"Washington",114770,0,0
416,"Washington",69103,0,0
477,"Miami",73431,1,2
438,"Miami",166635,1,5
383,"Miami",88822,0,0
420,"New York",172093,1,4
563,"Miami",32762,0,0
299,"Las Vegas",173132,1,1
572,"Miami",132165,1,3
256,"Chicago",68569,1,4
511,"Miami",156313,1,2
250,"Hawaii",176400,1,5
621,"Miami",167626,1,3
477,"Hawaii",109386,0,0
354,"Miami",77850,0,0
343,"New York",110767,1,5
390,"Washington",100489,1,5
422,"New York",97286,1,5
349,"New York",56147,1,5
619,"Las Vegas",177734,1,2
568,"Las Vegas",162985,1,2
467,"New York",53940,0,0
419,"Hawaii",42069,1,5
263,"New York",77285,1,4
382,"Washington",119832,1,5
627,"New York",179407,1,3
201,"Las Vegas",58889,1,4
551,"Hawaii",104166,0,0
448,"Washington",80380,1,4
283,"Hawaii",112310,1,1
397,"Hawaii",155228,1,5
330,"Washington",128103,1,2
649,"New York",70993,0,0
406,"Las Vegas",73795,1,3
258,"Miami",69282,1,2
585,"Las Vegas",132194,0,0
